,satisfaction,evaluation,projectCount,averageMonthlyHours,yearsAtCompany,workAccident,turnover,promotion,dept,salary
87198,0.6,0.54,4,148,5,0,0,1,2,0
87199,0.37,0.19,5,289,10,1,1,1,5,1
87200,0.02,0.5,4,185,10,0,0,1,0,2
87201,0.35,0.83,7,300,9,0,0,1,9,1
87202,0.19,0.58,3,293,9,1,0,1,7,1
87203,0.66,0.1,7,257,8,1,1,1,5,1
87204,0.74,0.46,6,221,5,1,0,1,2,2
87205,0.88,0.98,5,236,6,0,1,0,9,1
87206,0.07,0.11,5,222,10,1,1,0,3,2
87207,0.86,0.93,3,278,8,1,0,0,5,1
87208,0.47,0.31,2,255,8,1,0,0,8,1
87209,0.38,0.28,1,264,9,1,1,1,4,1
87210,0.86,0.12,6,144,10,0,1,1,8,1
87211,0.42,0.06,1,229,5,1,0,0,1,2
87212,0.55,0.43,5,301,9,0,0,0,8,1
87213,0.29,0.05,7,198,4,0,1,1,6,2
87214,0.07,0.43,6,245,8,1,0,1,1,2
87215,0.11,0.72,1,146,9,0,1,1,2,2
87216,0.98,0.81,1,252,3,1,1,0,1,2
87217,0.96,0.5,6,168,7,1,0,0,8,2
87218,0.05,0.06,4,203,5,0,1,1,6,1
87219,0.58,0.55,4,151,3,0,1,0,9,1
87220,0.07,0.18,5,265,2,0,1,0,1,2
87221,0.47,0.49,1,286,10,0,0,0,5,1
87222,0.48,0.19,1,247,9,1,0,0,5,1
87223,0.46,0.7,3,285,3,0,1,1,2,2
87224,0.14,0.02,5,268,10,0,0,1,8,2
87225,0.37,0.64,4,129,7,0,0,0,0,1
87226,0.83,0.81,6,305,6,1,0,0,5,0
87227,0.53,0.22,4,283,3,0,1,0,8,1
87228,0.08,0.89,7,232,3,1,1,1,3,2
87229,0.97,0.38,5,194,4,1,0,0,9,2
87230,0.14,0.32,5,236,6,0,0,1,7,2
87231,0.44,0.72,4,137,3,0,0,1,5,1
87232,0.98,0.92,1,162,6,1,1,1,4,1
87233,0.05,0.98,5,228,9,0,0,1,1,0
87234,0.27,0.64,7,292,6,0,1,1,9,2
87235,0.27,0.64,7,249,5,1,0,0,3,2
87236,0.38,0.14,6,109,6,1,0,0,3,1
87237,0.61,0.82,3,97,2,0,0,1,4,2
87238,0.25,0.29,1,232,3,1,0,0,3,1
87239,0.71,0.26,5,235,3,0,1,1,1,0
87240,0.06,0.5,4,268,8,1,1,1,7,2
87241,0.94,0.2,5,208,10,0,1,1,1,0
87242,0.23,0.47,5,216,3,1,0,0,8,0
87243,0.18,0.11,4,224,6,1,0,1,5,0
87244,0.21,0.46,2,188,5,1,1,1,3,2
87245,0.44,0.78,7,304,5,1,1,0,5,1
87246,0.09,0.49,5,156,2,0,0,1,7,2
87247,0.31,0.19,6,184,9,1,1,0,2,1
87248,0.4,0.11,5,125,9,1,1,1,0,1
87249,0.31,0.11,4,221,3,1,1,0,8,1
87250,0.89,0.16,5,221,9,0,1,1,6,2
87251,0.76,0.63,1,170,5,1,0,1,3,0
87252,0.13,0.37,1,259,3,0,0,0,3,2
87253,0.23,0.61,2,206,6,1,1,0,0,1
87254,0.05,0.26,2,123,5,1,1,0,2,1
87255,0.72,0.03,6,211,8,0,1,0,0,2
87256,0.96,0.57,1,114,5,0,0,1,9,1
87257,0.62,0.33,6,192,9,0,1,1,6,2
87258,0.93,0.26,5,133,10,1,0,0,4,2
87259,0.84,0.01,2,266,6,1,0,1,2,1
87260,0.74,0.42,3,289,9,0,1,1,4,1
87261,0.1,0.44,1,155,4,0,1,1,5,2
87262,1.0,0.66,5,138,4,0,0,0,4,0
87263,0.81,0.94,3,299,8,0,1,0,8,2
87264,0.72,0.87,3,149,6,0,0,0,7,0
87265,0.1,0.35,5,284,4,0,1,0,2,2
87266,0.77,0.53,5,217,10,0,0,0,3,2
87267,0.3,0.05,4,280,7,1,0,1,6,0
87268,0.65,0.8,5,182,5,0,1,1,6,0
87269,0.03,0.94,2,167,9,1,0,0,0,0
87270,0.8,0.67,5,184,10,0,1,1,3,0
87271,0.88,0.25,6,138,2,0,1,0,9,1
87272,0.07,0.06,4,301,7,1,1,0,5,0
87273,0.3,0.43,7,270,8,0,1,0,1,1
87274,0.96,0.69,7,183,9,0,1,1,6,0
87275,0.43,0.5,5,108,7,0,1,1,4,1
87276,0.21,0.35,4,277,5,1,0,0,7,2
87277,0.5,0.9,6,101,10,1,0,0,5,0
87278,0.15,0.64,5,310,3,1,1,1,6,2
87279,0.69,0.58,7,127,3,0,1,0,5,2
87280,0.96,0.98,1,160,7,1,0,0,1,1
87281,0.89,0.58,1,152,3,1,1,1,6,2
87282,0.54,0.05,7,227,3,1,0,1,7,2
87283,0.79,0.24,4,309,5,0,0,1,6,0
87284,0.52,0.92,3,118,5,0,1,1,6,2
87285,0.74,0.47,3,159,9,0,0,1,5,2
87286,0.79,0.26,1,301,8,0,1,0,2,1
87287,0.07,0.4,4,214,10,1,1,1,1,2
87288,0.85,0.33,7,289,3,0,1,0,8,0
87289,0.32,0.19,7,128,5,0,1,1,4,2
87290,0.04,0.37,2,190,2,1,1,1,0,0
87291,0.07,0.88,2,280,6,0,1,0,5,1
87292,0.25,0.44,1,205,4,1,0,0,4,2
87293,0.2,0.17,4,303,3,1,0,1,0,1
87294,0.21,0.41,4,147,2,1,1,0,7,2
87295,0.61,0.55,3,148,9,0,0,0,8,0
87296,0.41,0.86,1,140,8,0,0,1,4,1
87297,0.21,0.39,3,238,2,0,0,0,5,1
87298,0.69,0.37,6,126,3,1,1,1,0,2
87299,0.55,0.5,1,233,7,1,1,1,7,2
87300,0.48,0.58,4,120,3,0,1,1,0,1
87301,0.07,0.11,2,119,9,1,0,1,6,1
87302,0.75,0.86,7,97,4,0,0,1,4,0
87303,0.04,0.29,6,219,10,0,0,1,3,0
87304,0.44,0.87,7,183,6,1,1,0,6,0
87305,0.98,0.77,2,104,8,1,0,1,7,0
87306,0.5,0.75,1,252,4,0,0,1,2,0
87307,0.89,0.35,3,305,3,1,0,0,9,2
87308,0.69,0.02,4,300,7,1,1,0,1,2
87309,0.56,0.28,1,216,5,1,1,0,6,1
87310,0.96,0.76,5,116,2,0,1,1,8,0
87311,0.14,0.17,1,190,2,1,0,0,8,0
87312,0.72,0.89,3,127,7,1,1,1,9,2
87313,0.19,0.9,1,292,3,0,0,0,6,0
87314,0.34,0.44,6,240,2,0,1,1,9,0
87315,0.94,0.5,5,305,2,1,1,1,9,1
87316,0.33,0.34,3,284,4,0,0,1,5,0
87317,0.5,0.45,4,235,8,0,0,0,3,1
87318,0.4,0.91,5,289,3,1,0,1,9,2
87319,0.65,0.93,5,115,5,1,1,0,1,0
87320,0.77,0.16,5,237,9,0,1,1,0,0
87321,0.13,0.96,4,297,2,0,1,1,5,0
87322,0.9,0.53,1,298,5,0,1,1,4,2
87323,0.65,0.8,7,299,6,0,1,1,7,0
87324,0.4,0.48,3,256,8,1,0,0,3,0
87325,0.24,0.73,5,149,3,0,0,1,1,2
87326,0.37,0.78,7,243,4,0,0,0,3,1
87327,0.23,0.29,2,228,8,0,0,1,1,1
87328,0.04,0.32,7,240,6,0,1,1,8,0
87329,0.25,0.58,1,228,8,0,1,1,8,1
87330,0.63,0.78,4,114,10,1,0,0,5,2
87331,0.92,0.62,5,156,6,0,0,0,4,2
87332,0.59,0.34,1,137,2,0,1,1,7,0
87333,0.13,0.76,4,278,2,0,1,1,7,0
87334,0.98,0.32,7,231,5,0,1,1,9,2
87335,0.68,0.05,6,300,8,1,0,1,0,2
87336,0.6,0.91,3,154,10,1,0,0,7,2
87337,0.92,0.8,2,228,5,0,1,0,5,0
87338,0.85,0.92,1,265,4,0,1,0,0,0
87339,0.09,0.66,2,143,8,1,0,1,9,1
87340,0.77,0.18,6,108,7,0,0,1,7,0
87341,0.43,0.52,5,182,4,1,1,1,4,2
87342,0.08,0.36,7,205,10,1,1,0,3,1
87343,0.57,0.67,4,251,3,1,0,1,3,1
87344,0.93,0.03,7,264,7,1,1,1,2,1
87345,0.86,0.82,2,187,10,0,0,1,4,1
87346,0.69,0.57,5,212,2,1,0,0,7,2
87347,0.58,0.6,1,120,5,0,1,0,5,2
87348,0.3,0.43,6,245,7,1,0,0,6,2
87349,0.46,0.75,7,234,7,0,1,1,3,1
87350,0.38,0.82,2,120,7,0,0,0,5,0
87351,0.6,0.5,4,288,6,1,0,0,0,0
87352,0.93,0.98,7,277,5,1,0,1,6,1
87353,0.41,0.74,4,200,8,0,1,0,9,2
87354,0.14,0.79,4,136,3,1,1,1,8,1
87355,0.41,0.67,4,278,3,1,1,1,0,2
87356,0.27,0.83,5,232,6,0,1,1,4,1
87357,0.99,0.75,4,200,2,0,1,1,2,1
87358,0.78,0.52,7,283,5,0,1,1,3,1
87359,0.95,0.11,2,134,5,0,0,1,7,0
87360,0.12,0.17,5,184,4,1,0,1,6,2
87361,0.23,0.53,5,125,6,1,1,0,8,1
87362,0.1,0.5,5,174,9,1,1,1,6,0
87363,0.15,0.7,5,148,2,1,1,0,8,1
87364,0.86,0.65,5,179,8,0,0,1,1,0
87365,0.59,0.85,6,227,8,1,0,0,1,2
87366,0.58,0.2,5,159,7,1,0,0,3,2
87367,0.31,0.67,3,97,9,1,1,1,3,1
87368,0.47,0.47,3,104,9,1,1,1,0,0
87369,0.87,0.67,6,305,6,1,0,1,4,2
87370,0.14,0.09,4,165,2,0,0,1,1,2
87371,0.27,0.08,5,114,4,1,0,0,9,2
87372,0.19,0.09,5,125,8,0,1,1,6,0
87373,0.4,0.84,5,291,6,0,1,0,2,2
87374,0.42,0.23,7,109,10,1,0,1,7,1
87375,0.88,0.99,4,240,7,0,0,0,9,2
87376,0.21,0.93,2,205,8,0,0,0,8,2
87377,0.72,0.96,7,247,8,1,1,1,6,0
87378,0.2,0.42,2,269,9,0,1,0,1,1
87379,0.95,0.26,3,193,3,0,0,1,6,1
87380,0.54,0.35,5,239,8,1,1,0,4,0
87381,0.98,0.85,1,288,8,0,1,1,7,1
87382,0.41,0.93,6,107,3,1,1,1,1,1
87383,0.61,0.72,7,304,5,0,0,0,3,1
87384,0.82,0.69,5,242,9,0,0,1,6,0
87385,0.62,0.8,7,171,10,1,0,0,1,0
87386,0.74,0.23,6,185,10,1,0,0,1,0
87387,0.61,0.08,5,205,6,1,0,1,1,2
87388,0.63,0.75,5,310,7,0,0,0,9,2
87389,0.64,0.85,6,194,9,1,0,1,4,1
87390,0.98,0.94,4,233,4,1,1,1,7,1
87391,0.02,0.32,1,275,4,1,0,1,6,0
87392,0.08,0.25,6,307,4,1,0,1,5,2
87393,0.82,0.03,6,176,9,0,0,1,6,0
87394,0.33,0.56,7,197,5,1,1,1,7,2
87395,0.24,0.48,4,269,6,1,1,1,6,0
87396,0.66,0.95,4,180,7,0,0,0,8,1
87397,0.91,0.01,3,152,2,0,0,1,2,1
87398,0.1,0.34,2,225,6,1,0,1,8,2
87399,0.92,0.08,2,251,4,1,0,0,6,1
87400,0.78,0.74,4,199,4,1,0,0,4,1
87401,0.22,0.56,3,153,2,1,1,0,3,0
87402,0.18,0.92,3,129,8,1,1,1,8,1
87403,0.23,0.79,3,138,2,1,0,1,1,0
87404,0.6,0.52,1,231,10,1,0,0,7,2
87405,0.54,0.55,4,102,4,0,1,1,3,2
87406,0.92,0.27,6,206,9,0,0,1,2,2
87407,0.86,0.77,4,253,10,1,1,0,0,0
87408,0.78,0.08,5,122,9,0,1,1,3,2
87409,0.38,0.49,6,229,5,1,1,1,1,0
87410,0.84,0.02,2,181,2,0,0,1,2,2
87411,0.93,0.97,1,219,4,0,1,1,8,2
87412,0.12,0.16,7,184,5,0,1,1,7,2
87413,0.6,0.17,7,104,4,0,0,0,1,1
87414,0.49,0.11,5,253,2,1,0,0,5,1
87415,0.16,0.68,5,173,6,1,1,1,0,2
87416,0.39,0.39,3,263,6,0,1,0,4,0
87417,0.59,0.38,1,276,8,1,0,0,4,0
87418,0.4,0.75,1,120,8,0,0,1,5,1
87419,0.18,0.15,2,114,10,0,1,1,6,2
87420,0.06,0.02,2,228,4,1,1,1,3,2
87421,0.64,0.73,2,242,8,0,1,0,3,2
87422,0.73,0.39,6,277,3,0,0,0,2,1
87423,0.62,0.01,3,176,3,1,1,0,0,2
87424,0.61,0.49,5,148,7,0,0,0,7,1
87425,0.59,0.54,1,260,5,1,0,0,4,0
87426,0.5,0.9,2,301,6,0,1,0,9,2
87427,0.52,0.31,4,257,7,0,1,1,1,0
87428,0.54,0.84,2,150,3,0,1,0,8,0
87429,0.54,0.27,3,187,10,0,1,1,1,0
87430,0.81,0.08,7,114,2,1,0,1,2,0
87431,0.27,0.8,6,125,4,0,1,1,9,2
87432,0.17,0.1,3,144,4,1,1,1,0,1
87433,0.66,0.6,6,186,6,0,1,0,5,0
87434,0.91,0.98,4,129,3,1,1,1,7,1
87435,0.96,0.48,4,238,9,0,1,0,7,2
87436,0.22,0.37,7,240,4,0,1,1,5,1
87437,0.43,0.47,5,207,6,1,1,1,7,2
87438,0.84,0.46,1,310,8,1,1,1,3,0
87439,0.97,0.9,7,286,3,1,0,0,7,0
87440,0.05,0.26,4,283,9,0,0,0,9,0
87441,0.4,0.52,5,297,5,1,1,1,5,2
87442,0.63,0.33,7,269,4,0,0,0,2,0
87443,0.98,0.81,5,230,9,0,0,1,1,1
87444,0.59,0.74,6,269,2,0,0,0,9,0
87445,0.1,0.22,1,194,2,1,1,0,8,0
87446,0.97,0.16,5,310,4,1,1,0,7,1
87447,0.39,1.0,5,157,10,0,1,0,7,1
87448,0.17,0.67,3,128,10,1,1,0,7,1
87449,0.43,0.81,4,217,6,0,0,0,3,0
87450,0.36,0.76,7,262,2,0,0,1,7,0
87451,0.79,0.5,4,113,10,0,0,1,6,1
87452,0.88,0.15,6,134,7,1,1,1,0,1
87453,0.91,0.92,2,184,2,0,0,0,0,0
87454,0.44,0.21,6,188,4,0,0,0,2,1
87455,0.85,0.91,2,308,8,0,1,1,6,1
87456,0.64,0.11,4,191,2,1,0,0,1,1
87457,0.27,0.41,4,242,4,1,1,0,1,1
87458,0.21,0.18,6,178,3,0,1,1,2,0
87459,0.51,0.24,3,103,10,1,0,1,8,1
87460,0.88,0.86,3,294,5,0,1,1,7,0
87461,0.97,0.76,6,280,3,1,1,1,9,1
87462,0.74,0.75,1,115,10,0,1,1,9,1
87463,0.16,0.37,2,238,5,0,1,0,4,1
87464,0.41,0.13,7,110,4,1,0,0,1,2
87465,0.87,0.88,5,276,9,0,0,1,2,2
87466,0.8,0.89,2,243,3,0,1,0,1,1
87467,0.77,0.37,4,158,8,0,1,1,2,0
87468,0.3,0.28,5,177,6,0,1,1,5,2
87469,0.18,0.73,1,151,7,1,0,1,6,0
87470,0.79,0.07,6,110,8,1,0,1,7,0
87471,0.85,0.75,1,278,6,1,1,1,3,0
87472,0.19,0.95,6,294,9,1,0,0,4,1
87473,0.69,0.92,4,308,7,1,0,0,1,2
87474,0.62,0.77,1,130,10,0,1,1,1,1
87475,0.94,0.83,7,214,4,1,0,1,3,2
87476,0.35,0.26,3,156,7,0,0,0,9,2
87477,0.85,0.63,3,287,2,0,1,1,1,0
87478,0.57,0.74,2,110,4,0,0,0,6,0
87479,0.19,0.68,3,270,6,1,1,0,7,1
87480,0.4,0.8,1,199,7,0,1,0,7,0
87481,0.43,0.77,4,174,4,0,1,1,8,2
87482,0.37,0.36,6,123,8,0,0,1,0,1
87483,0.4,0.41,7,231,4,1,1,1,3,1
87484,0.44,0.25,2,283,8,0,0,0,1,2
87485,0.58,0.19,3,110,3,0,0,0,6,0
87486,0.1,0.76,1,163,2,1,1,0,3,0
87487,0.02,0.8,5,102,4,1,0,0,9,0
87488,0.45,0.65,3,179,9,0,1,0,4,0
87489,0.76,0.95,2,110,2,1,0,0,4,1
87490,0.3,0.57,6,302,3,0,1,0,1,2
87491,0.4,0.11,6,164,7,0,0,0,9,0
87492,0.56,0.98,4,172,2,0,0,1,3,1
87493,0.43,0.59,2,184,10,0,0,0,9,1
87494,0.79,0.78,2,191,7,0,1,1,2,2
87495,0.52,0.03,7,274,3,1,1,0,8,1
87496,0.01,0.31,3,120,9,1,0,0,0,0
87497,0.66,0.25,3,276,8,0,0,1,3,1
87498,0.09,0.73,5,288,9,0,0,0,8,2
87499,0.7,0.4,7,227,10,0,1,1,4,2
87500,0.16,0.29,5,164,5,0,0,0,3,0
87501,0.08,0.83,4,109,7,0,1,0,5,0
87502,0.89,0.46,5,280,6,1,1,0,1,2
87503,0.36,0.44,2,230,6,0,0,0,0,2
87504,0.29,0.19,2,196,8,1,0,1,3,1
87505,0.11,0.17,4,156,10,1,0,1,1,2
87506,0.67,0.09,2,261,4,1,1,1,0,1
87507,0.26,0.71,3,230,9,1,1,0,9,2
87508,0.21,0.27,7,222,4,1,1,1,0,1
87509,0.08,0.19,3,98,4,0,0,0,9,1
87510,0.32,0.44,4,178,6,0,1,0,0,1
87511,0.68,0.09,4,308,3,1,1,0,1,1
87512,0.99,0.04,6,158,7,1,1,0,2,1
87513,0.75,0.11,7,259,5,1,1,1,8,2
87514,0.14,0.27,6,250,4,0,1,0,7,2
87515,0.57,0.89,6,116,4,0,0,0,9,0
87516,0.07,0.81,7,137,6,1,0,1,9,1
87517,0.86,0.05,6,296,5,1,1,0,7,1
87518,0.9,0.8,5,175,6,0,0,1,1,0
87519,0.59,0.56,1,107,2,0,0,1,8,1
87520,0.61,0.63,4,167,5,1,1,1,0,0
87521,0.2,0.69,5,105,4,0,0,1,7,2
87522,0.04,0.19,1,133,10,1,0,0,4,0
87523,0.1,0.08,2,151,6,0,1,1,1,1
87524,0.96,0.14,7,232,2,0,1,1,6,2
87525,0.09,0.43,1,227,10,1,1,0,0,2
87526,0.79,0.62,5,263,8,0,0,1,0,2
87527,0.27,0.3,4,127,9,1,1,1,1,2
87528,0.43,0.39,4,171,7,0,1,0,6,2
87529,0.87,0.17,6,264,8,0,1,0,0,0
87530,0.95,0.09,3,259,9,1,1,1,1,2
87531,0.56,0.29,1,284,3,0,0,0,3,1
87532,0.57,0.26,3,177,3,1,0,1,9,1
87533,0.18,0.5,2,188,9,1,1,0,5,0
87534,0.84,0.77,5,223,3,1,0,1,0,0
87535,0.1,0.22,4,168,9,1,0,1,0,1
87536,0.71,0.28,3,186,3,1,1,0,2,0
87537,0.01,0.96,2,109,8,1,0,1,1,1
87538,0.7,0.9,4,288,2,1,0,1,5,2
87539,0.3,0.63,1,226,7,1,1,0,7,0
87540,0.27,0.88,5,297,10,1,0,1,6,0
87541,0.2,0.82,1,98,4,0,0,1,5,2
87542,0.61,0.47,7,198,2,1,1,1,5,2
87543,0.28,0.26,1,212,6,1,0,1,1,2
87544,0.97,0.88,5,146,7,1,0,1,9,1
87545,0.38,0.81,5,103,2,1,0,1,6,2
87546,0.0,0.0,2,265,8,1,0,1,4,1
87547,0.74,0.13,6,165,3,0,0,1,7,0
87548,0.46,0.82,7,264,6,0,1,0,7,0
87549,0.3,0.03,2,217,9,1,1,1,9,2
87550,0.0,0.81,4,299,6,1,1,1,1,1
87551,0.18,0.9,7,168,5,0,0,0,9,0
87552,0.13,0.11,2,268,5,0,0,1,9,2
87553,0.94,0.08,3,203,10,1,0,1,2,0
87554,0.56,0.68,3,121,2,1,0,1,0,1
87555,0.54,0.95,1,274,4,0,0,1,8,0
87556,0.2,0.87,1,257,6,1,0,0,4,0
87557,0.85,0.09,5,192,9,0,1,1,1,2
87558,0.95,0.51,4,140,9,1,1,1,0,2
87559,0.17,0.47,3,182,9,1,0,1,7,0
87560,0.29,1.0,4,245,2,1,1,1,9,0
87561,0.57,0.05,5,244,5,0,1,0,2,0
87562,0.56,0.63,6,264,7,0,0,1,4,0
87563,0.59,0.87,6,290,2,1,1,0,6,0
87564,0.77,0.47,5,301,10,0,1,0,2,1
87565,0.22,0.82,5,172,10,0,0,0,5,2
87566,0.85,0.13,4,226,5,1,0,1,7,1
87567,0.72,0.75,7,124,5,1,1,0,7,2
87568,0.73,0.81,2,139,3,0,0,0,7,0
87569,0.24,0.1,5,192,4,0,1,1,6,1
87570,0.24,0.28,1,308,3,0,1,0,2,0
87571,0.9,0.91,7,194,5,1,0,1,4,2
87572,0.11,0.37,3,165,5,0,1,1,2,1
87573,0.04,0.42,3,168,9,0,0,1,6,2
87574,0.67,0.89,6,171,10,1,1,0,9,1
87575,0.83,0.74,6,236,4,0,1,1,6,0
87576,0.23,0.13,2,309,3,0,1,0,8,0
87577,0.44,0.93,2,145,9,0,0,1,3,0
87578,0.1,0.18,7,260,5,0,0,0,1,2
87579,0.93,0.07,1,189,7,1,0,0,3,1
87580,0.39,0.21,2,137,2,0,0,0,6,0
87581,0.27,0.98,1,205,10,0,0,0,1,0
87582,0.33,0.09,5,291,9,0,0,0,0,0
87583,0.09,0.43,5,300,10,0,1,1,3,0
87584,0.87,0.92,1,252,10,1,0,0,5,0
87585,0.52,0.95,2,146,4,1,0,1,1,1
87586,0.23,0.81,2,290,8,0,0,0,0,0
87587,0.77,0.43,1,175,2,0,0,0,0,1
87588,0.5,0.88,6,287,7,0,1,1,4,2
87589,0.1,0.85,3,159,6,1,0,1,5,1
87590,0.29,0.75,3,143,8,0,1,1,5,1
87591,0.59,0.96,2,235,5,1,0,0,0,0
87592,0.29,0.91,2,256,6,1,0,1,9,2
87593,0.34,0.02,2,267,4,0,0,0,1,1
87594,0.85,0.54,1,309,6,1,0,1,3,0
87595,0.23,1.0,2,303,8,1,0,0,3,0
87596,0.9,0.33,7,125,8,1,0,1,5,2
87597,0.59,0.53,3,138,8,1,1,0,7,0
87598,0.35,0.35,1,196,5,0,1,1,5,0
87599,0.67,0.08,4,200,7,0,1,1,2,0
87600,0.43,0.11,4,225,10,0,1,0,4,0
87601,0.14,0.82,7,247,4,1,0,1,1,2
87602,0.01,0.95,2,159,9,1,0,1,6,2
87603,0.97,0.76,6,173,9,1,1,1,3,1
87604,0.16,0.56,7,168,8,0,0,0,1,1
87605,0.47,0.68,2,151,6,1,1,1,3,0
87606,0.77,0.79,6,285,5,1,1,0,5,1
87607,0.28,0.28,7,207,8,0,1,1,5,0
87608,0.92,0.19,2,183,4,0,1,0,5,0
87609,0.89,0.51,3,260,10,1,1,1,5,0
87610,0.14,0.68,4,240,10,0,0,0,3,0
87611,0.89,0.44,3,141,7,1,0,0,2,2
87612,0.26,0.98,6,185,6,1,1,1,9,0
87613,0.95,0.74,3,171,4,0,0,1,8,0
87614,0.24,0.09,7,167,7,1,1,1,9,1
87615,0.28,0.71,6,132,9,0,0,0,7,1
87616,0.73,0.2,3,141,6,0,0,1,5,1
87617,0.27,0.37,6,108,8,0,1,0,5,0
87618,0.44,0.3,3,181,6,0,0,0,2,0
87619,0.2,0.24,4,104,8,0,1,1,0,2
87620,0.54,0.32,3,150,6,1,0,0,1,2
87621,0.72,0.66,2,271,6,0,0,1,2,0
87622,0.15,0.66,5,134,7,0,0,1,0,0
87623,0.37,0.68,3,164,3,1,1,0,8,2
87624,0.0,0.53,4,213,6,0,1,0,4,0
87625,0.78,0.27,5,203,9,1,0,1,7,2
87626,0.8,0.26,7,97,5,1,0,1,6,0
87627,0.39,0.87,7,104,6,1,1,1,3,2
87628,0.88,0.45,5,161,2,1,1,1,3,0
87629,0.34,0.68,7,185,8,0,0,0,7,1
87630,0.14,0.39,2,247,10,0,1,1,2,0
87631,0.44,0.3,3,118,4,0,1,1,8,0
87632,0.24,0.6,1,109,6,1,0,0,5,1
87633,0.59,0.41,3,109,5,1,0,0,4,2
87634,0.12,0.95,3,224,4,1,1,1,0,2
87635,0.38,0.49,1,269,10,1,0,0,2,2
87636,0.76,0.73,4,236,9,0,1,0,6,0
87637,0.78,0.33,2,151,4,0,0,1,2,2
87638,0.68,0.17,1,299,5,1,1,1,9,2
87639,0.28,0.73,7,253,5,0,0,0,7,0
87640,0.39,0.82,1,127,7,0,0,0,6,0
87641,0.82,0.21,5,103,8,1,1,1,9,2
87642,0.18,0.67,1,184,5,0,0,1,8,0
87643,0.69,0.4,4,161,7,0,0,0,5,2
87644,0.68,0.66,5,224,5,0,0,1,2,2
87645,0.65,0.24,6,151,9,0,1,1,7,0
87646,0.51,0.55,4,210,7,1,1,1,1,0
87647,0.66,0.28,7,224,3,0,0,0,4,2
87648,0.91,0.84,4,97,3,0,0,0,8,1
87649,0.72,0.1,3,254,9,1,1,1,9,2
87650,0.34,0.63,6,171,4,0,1,0,6,1
87651,0.63,0.73,5,251,2,1,0,1,3,1
87652,0.83,0.98,1,140,5,1,0,0,5,2
87653,0.18,0.85,6,283,6,0,0,1,5,2
87654,0.63,0.39,7,229,4,0,0,1,5,2
87655,0.97,0.79,5,305,5,0,0,1,1,0
87656,0.31,0.98,4,187,10,1,1,0,6,2
87657,0.73,0.09,5,160,2,1,0,0,5,1
87658,0.6,0.3,5,155,5,1,0,1,2,1
87659,0.26,0.7,7,266,7,0,1,1,4,2
87660,0.66,0.72,3,182,9,0,1,0,0,2
87661,0.95,0.87,3,199,9,0,1,0,1,2
87662,0.52,0.65,2,243,9,0,0,1,1,2
87663,0.09,0.73,1,149,2,0,1,1,5,1
87664,0.81,0.5,1,167,9,1,0,0,8,2
87665,0.05,0.79,7,166,7,0,0,0,7,1
87666,0.88,0.68,7,219,6,1,0,0,0,1
87667,0.16,0.98,6,151,2,0,0,1,8,2
87668,0.01,0.2,3,175,10,0,1,1,9,2
87669,0.86,0.86,1,280,4,1,0,1,3,2
87670,0.22,0.03,4,113,10,1,1,0,4,0
87671,0.71,0.14,2,112,3,1,1,1,0,2
87672,0.53,0.05,7,174,3,1,0,0,7,1
87673,0.84,0.75,3,204,5,0,1,0,4,1
87674,0.19,0.05,5,97,5,1,1,0,8,0
87675,0.66,0.27,4,246,3,0,0,1,3,0
87676,0.71,0.39,7,254,6,0,1,0,7,1
87677,0.68,0.78,1,276,2,1,0,0,7,2
87678,0.66,0.61,4,275,2,1,1,1,5,1
87679,0.53,0.66,5,300,2,0,1,0,7,1
87680,0.23,0.98,6,257,5,0,0,1,3,2
87681,0.95,0.03,3,260,6,0,1,0,6,0
87682,0.15,0.7,1,275,5,0,0,1,8,2
87683,0.17,0.28,3,228,3,1,1,0,9,0
87684,0.49,0.5,1,105,9,0,0,0,7,1
87685,0.82,0.51,1,180,10,1,0,0,1,0
87686,0.54,0.66,4,226,4,0,1,1,1,1
87687,0.94,0.43,5,204,7,1,0,0,6,2
87688,0.56,0.78,1,107,6,1,0,0,3,0
87689,0.05,0.47,4,150,3,0,1,0,8,0
87690,0.85,0.27,5,191,5,1,1,1,6,0
87691,0.93,0.67,1,153,4,1,1,0,1,2
87692,0.3,0.91,7,135,9,1,1,1,4,2
87693,0.84,0.28,1,219,7,1,0,1,0,0
87694,0.01,0.17,1,197,6,1,0,1,3,1
87695,0.95,0.99,4,254,2,0,1,0,8,0
87696,0.26,0.51,2,194,7,0,1,0,8,1
87697,0.61,0.08,7,113,7,1,0,1,8,2
87698,0.98,0.43,6,133,3,0,1,1,1,1
87699,0.49,0.33,1,200,7,1,1,0,1,0
87700,0.92,0.21,5,105,9,0,1,0,3,1
87701,0.72,0.61,7,130,8,1,0,1,3,0
87702,0.17,0.75,7,303,5,0,0,0,0,0
87703,0.88,0.87,2,170,7,0,0,0,8,0
87704,0.96,0.02,5,97,3,1,0,1,5,2
87705,0.45,0.17,6,99,7,0,0,1,9,1
87706,0.07,0.96,5,171,8,1,1,1,2,1
87707,0.08,0.84,7,241,5,0,1,0,4,0
87708,0.26,0.38,6,245,8,0,0,1,6,0
87709,0.79,0.64,2,189,3,0,1,0,6,0
87710,0.01,0.21,2,220,8,1,0,0,0,0
87711,0.69,0.41,3,203,6,1,0,1,6,0
87712,1.0,0.33,7,280,5,1,1,1,4,2
87713,0.36,0.9,4,262,5,1,0,1,2,1
